,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
24984,24984,2233,2750,United States,Motor Vehicles and Parts,1145,Metaldyne Performance Group,Metaldyne Performance Group Inc.,United States,Capital Goods,Auto Parts:O.E.M.,1552.049919
24997,24997,1202,2752,United States,Diversified Insurance,51400,MetLife,"MetLife, Inc.",United States,Finance,Life Insurance,57428.91321
25093,25093,1203,2766,United States,Diversified Insurance,2500,MGIC Investment,MGIC Investment Corporation,United States,Finance,Property-Casualty Insurers,3454.229926
25105,25105,827,2767,United States,Casinos & Gaming,12500,MGM Resorts,MGM Growth Properties LLC,United States,Consumer Services,Real Estate Investment Trusts,1555.375
25107,25107,1752,2767,United States,"Hotels, Casinos, Resorts",12111,MGM Resorts International,MGM Growth Properties LLC,United States,Consumer Services,Real Estate Investment Trusts,1555.375
25152,25152,827,2768,United States,Casinos & Gaming,12500,MGM Resorts,MGM Resorts International,United States,Consumer Services,Hotels/Resorts,15733.0343
25171,25171,1752,2768,United States,"Hotels, Casinos, Resorts",12111,MGM Resorts International,MGM Resorts International,United States,Consumer Services,Hotels/Resorts,15733.0343
25195,25195,572,2770,Hong Kong,Apparel/Accessories,9300,Michael Kors Holdings,Michael Kors Holdings Limited,Hong Kong,Consumer Non-Durables,Apparel,6190.779407
25196,25196,2744,2771,United States,Semiconductors,10600,Microchip Technology,Microchip Technology Incorporated,United States,Technology,Semiconductors,15968.365130000002
25201,25201,2745,2772,United States,Semiconductors,11100,Micron Technology,"Micron Solutions, Inc.",United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,11.34041598
25204,25204,2745,2773,United States,Semiconductors,11100,Micron Technology,"Micron Technology, Inc.",United States,Technology,Semiconductors,31972.27585
25205,25205,2801,2776,United States,Software & Programming,407000,Microsoft,Microsoft Corporation,United States,Technology,Computer Software: Prepackaged Software,508935.1139
25342,25342,611,2804,Japan,Auto & Truck Manufacturers,4400,Mitsubishi Motors,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25343,25343,198,2804,Japan, Banks,73500,Mitsubishi UFJ Financial,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25344,25344,839,2804,Japan,Chemicals,-,Mitsubishi Chemical Holdings,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25345,25345,1708,2804,Japan,Heavy Equipment,13000,Mitsubishi Heavy Industries,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25346,25346,3011,2804,Japan,Trading,-,Mitsubishi,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25347,25347,2639,2804,Japan,Real Estate,28400,Mitsubishi Estate,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25348,25348,3027,2804,Japan,Trading Companies,27700,Mitsubishi Corp,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25349,25349,1237,2804,Japan,Diversified Metals & Mining,4400,Mitsubishi Materials,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25350,25350,2678,2804,Japan,Rental & Leasing,4200,Mitsubishi UFJ Lease,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25351,25351,664,2804,Japan,Banks: Commercial and Savings,-,Mitsubishi UFJ Financial Group,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25352,25352,1369,2804,Japan,Electrical Equipment,23600,Mitsubishi Electric,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25353,25353,1149,2804,Japan,Diversified Chemicals,8100,Mitsubishi Chemical,Mitsubishi UFJ Financial Group Inc,Japan,Finance,Commercial Banks,85143.859
25354,25354,665,2805,Japan,Banks: Commercial and Savings,-,Mizuho Financial Group,"Mizuho Financial Group, Inc.",Japan,Finance,Major Banks,46800.70691
25355,25355,2091,2805,Japan,Major Banks,40700,Mizuho Financial,"Mizuho Financial Group, Inc.",Japan,Finance,Major Banks,46800.70691
25405,25405,864,2814,United States,Communications Equipment,13200,Motorola Solutions,"ModusLink Global Solutions, Inc",United States,Miscellaneous,Business Services,99.9954738
25449,25449,1651,2815,United States,Furniture & Fixtures,14500,Mohawk Industries,"Mohawk Industries, Inc.",United States,Consumer Durables,Home Furnishings,17024.617430000002
25459,25459,2110,2817,United States,Managed Health Care,3700,Molina Healthcare,Molina Healthcare Inc,United States,Health Care,Medical Specialities,2600.504798
25470,25470,1553,2821,United States,Food Processing,65700,MondelÂ«z International,"Mondelez International, Inc.",United States,Consumer Non-Durables,Packaged Foods,65675.6707
25516,25516,1498,2821,United States,Food Consumer Products,-,Mondelez International,"Mondelez International, Inc.",United States,Consumer Non-Durables,Packaged Foods,65675.6707
25544,25544,1553,2822,United States,Food Processing,65700,MondelÂ«z International,"Moneygram International, Inc.",United States,Miscellaneous,Business Services,906.0572686
25590,25590,1498,2822,United States,Food Consumer Products,-,Mondelez International,"Moneygram International, Inc.",United States,Miscellaneous,Business Services,906.0572686
25652,25652,2827,2829,United States,Specialized Chemicals,41100,Monsanto,Monsanto Company,United States,Basic Industries,Agricultural Chemicals,49644.406189999994
25655,25655,694,2830,United States,Beverages,25000,Monster Beverage,Monster Beverage Corporation,United States,Consumer Non-Durables,Beverages (Production/Distribution),26160.81507
25658,25658,694,2831,United States,Beverages,25000,Monster Beverage,"Monster Digital, Inc.",United States,Technology,Electronic Components,9.3886776
25660,25660,1956,2833,United States,Investment Services,53700,Morgan Stanley,Morgan Stanley,United States,Finance,Investment Bankers/Brokers/Service,79946.50427
25664,25664,1956,2834,United States,Investment Services,53700,Morgan Stanley,"Morgan Stanley Asia-Pacific Fund, Inc.",United States,n/a,n/a,210.670461
25742,25742,1956,2835,United States,Investment Services,53700,Morgan Stanley,Morgan Stanley China A Share Fund Inc.,United States,n/a,n/a,420.5617573
25765,25765,1956,2836,United States,Investment Services,53700,Morgan Stanley,"Morgan Stanley Emerging Markets Debt Fund, Inc.",United States,n/a,n/a,196.3475815
25776,25776,1956,2837,United States,Investment Services,53700,Morgan Stanley,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",United States,n/a,n/a,508.813564
25787,25787,1956,2838,United States,Investment Services,53700,Morgan Stanley,"Morgan Stanley Emerging Markets Fund, Inc.",United States,n/a,n/a,212.5773393
25808,25808,1956,2839,United States,Investment Services,53700,Morgan Stanley,"Morgan Stanley India Investment Fund, Inc.",United States,n/a,n/a,454.45914239999996
25823,25823,2828,2841,United States,Specialized Chemicals,10000,Mosaic,Mosaic Company (The),United States,Basic Industries,Agricultural Chemicals,10219.96086
25839,25839,864,2845,United States,Communications Equipment,13200,Motorola Solutions,"Motorola Solutions, Inc.",United States,Technology,Radio And Television Broadcasting And Communications Equipment,14130.8361
25856,25856,2367,2849,United States,"Oil and Gas Equipment, Services",1342,MRC Global,MRC Global Inc.,United States,Capital Goods,Industrial Machinery/Components,1741.9930160000001
25884,25884,3091,2854,United States,Wholesalers: Diversified,4694,MSC Industrial Direct,"MSC Industrial Direct Company, Inc.",United States,Capital Goods,Industrial Machinery/Components,5826.322754
25947,25947,1816,2862,United States,Industrial Machinery,1682,Mueller Industries,"Mueller Industries, Inc.",United States,Capital Goods,Metal Fabrications,1971.7357309999998
26085,26085,2202,2869,United States,"Mining, Crude-Oil Production",4338,Murphy Oil,Murphy Oil Corporation,United States,Energy,Oil & Gas Production,4933.0584340000005
26086,26086,2895,2869,United States,Specialty Stores,2400,Murphy USA,Murphy Oil Corporation,United States,Energy,Oil & Gas Production,4933.0584340000005
26087,26087,2202,2870,United States,"Mining, Crude-Oil Production",4338,Murphy Oil,Murphy USA Inc.,United States,Consumer Durables,Automotive Aftermarket,2705.616646
26088,26088,2895,2870,United States,Specialty Stores,2400,Murphy USA,Murphy USA Inc.,United States,Consumer Durables,Automotive Aftermarket,2705.616646
26213,26213,2726,2889,United States,Securities,10879,Nasdaq,"Nasdaq, Inc.",United States,Finance,Investment Bankers/Brokers/Service,11580.613459999999
26239,26239,2375,2892,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National American University Holdings, Inc.",United States,Consumer Services,Other Consumer Services,59.86705468
26264,26264,2375,2893,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Bank Holdings Corporation,United States,Finance,Major Banks,879.8380175000001
26296,26296,2375,2894,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Bankshares, Inc.",United States,Finance,Major Banks,261.27192369999995
26328,26328,2375,2895,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Beverage Corp.,United States,Consumer Non-Durables,Beverages (Production/Distribution),3935.973846
26363,26363,2375,2896,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National CineMedia, Inc.",United States,Consumer Services,Advertising,793.6832248
26395,26395,2375,2897,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Commerce Corporation,United States,Finance,Major Banks,473.1401886
26428,26428,2375,2898,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Fuel Gas Company,United States,Public Utilities,Oil/Gas Transmission,5087.426291
26480,26480,2375,2899,United States,Oil Services & Equipment,11000,National Oilwell Varco,National General Holdings Corp,United States,Finance,Property-Casualty Insurers,2530.49346
26524,26524,2375,2900,United States,Oil Services & Equipment,11000,National Oilwell Varco,National General Holdings Corp,United States,Finance,Property-Casualty Insurers,55.2068
26573,26573,2375,2901,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Health Investors, Inc.",United States,Consumer Services,Real Estate Investment Trusts,2913.692335
26597,26597,2375,2902,United States,Oil Services & Equipment,11000,National Oilwell Varco,National HealthCare Corporation,United States,Health Care,Hospital/Nursing Management,1082.1869789999998
26634,26634,2375,2903,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Holdings Corporation,United States,Finance,Investment Bankers/Brokers/Service,35.19930228
26667,26667,2375,2904,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Instruments Corporation,United States,Technology,Computer Software: Prepackaged Software,4217.472478
26699,26699,2375,2905,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Oilwell Varco, Inc.",United States,Energy,Metal Fabrications,15183.17641
26774,26774,2375,2906,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Presto Industries, Inc.",United States,Capital Goods,Ordnance And Accessories,710.676316
26811,26811,2375,2907,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Research Corporation,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,482.9389488
26844,26844,2375,2908,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Research Corporation,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,959.7647463
26903,26903,2375,2909,United States,Oil Services & Equipment,11000,National Oilwell Varco,National Retail Properties,United States,Consumer Services,Real Estate Investment Trusts,6422.405007
26925,26925,2375,2910,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Security Group, Inc.",United States,Finance,Life Insurance,40.37811756
26993,26993,2375,2911,United States,Oil Services & Equipment,11000,National Oilwell Varco,"National Western Life Group, Inc.",United States,Finance,Life Insurance,1106.17624
27015,27015,1171,2912,United States,Diversified Financials,1070,Nationstar Mortgage Holdings,Nationstar Mortgage Holdings Inc.,United States,Finance,Finance: Consumer Services,1541.393136
27056,27056,2235,2913,United States,Motor Vehicles and Parts,1022,Navistar International,"Natural Alternatives International, Inc.",United States,Consumer Durables,Specialty Chemicals,60.475571200000005
27197,27197,207,2922,United States, Banks,4500,Navient,Navient Corporation,United States,Finance,Investment Bankers/Brokers/Service,4295.285873
27235,27235,2235,2924,United States,Motor Vehicles and Parts,1022,Navistar International,Navistar International Corporation,United States,Capital Goods,Auto Manufacturing,2411.5888760000003
27276,27276,923,2928,United States,"Computers, Office Equipment",3984,NCR,NCR Corporation,United States,Miscellaneous,Office Equipment/Supplies/Services,5484.5893909999995
27280,27280,1091,2932,United States,Consumer Financial Services,1800,Nelnet,"Nelnet, Inc.",United States,Finance,Finance: Consumer Services,1846.678984
