PreviousRank,CurrentRank,CompanyName,Industry,Revenues($M),Assets($M),CEO,Profits,YearsOnFortune500,HQLocation,RevChange,ProfitChange,Sector,BrandIndex,Employees,MktValue_03/31/16,intro
495,430,LifePoint Health,Health Care: Medical Facilities,"$6,014","$5,997",William F. Carpenter III,$182,2,"Brentwood, TN",13.5%,44.3%,Health Care,C,"40,000","$2,987","The Tennessee-based healthcare provider runs hospitals and clinics in rural communities in 20 states, from Nevada to North Carolina."
555,431,Zimmer Biomet Holdings,Medical Products and Equipment,"$5,998","$27,220",David C. Dvorak,$147,1,"Warsaw, IN",28.3%,-79.6%,Health Care,C-,"17,500","$21,202","Zimmer Biomet was hatched in 2015 from a $14 billion mega merger between two orthopedic powerhouses–Zimmer and Biomet. The medical manufacturing scion reported revenue of $6.0 billion in 2015, amounting to a 28.3% year-over-year increase."
431,432,Harley-Davidson,Transportation Equipment,"$5,995","$9,991",Matthew S. Levatich,$752,15,"Milwaukee, WI",-3.7%,-10.9%,Transportation,A,"6,300","$9,417",The 112-year old Milwaukee-based motorcycle company sells and finances its bikes.
453,433,PulteGroup,Homebuilders,"$5,982","$8,967",Ryan R. Marshall,$494,14,"Atlanta, GA",2.7%,4.2%,Engineering & Construction,C+,"4,542","$6,481","The Atlanta-based homebuilder, whose brands include Del Webb and Centex, operates in 50 markets in 26 states."
455,434,Newell Brands,"Home Equipment, Furnishings","$5,972","$7,278",Michael B. Polk,$350,21,"Atlanta, GA",2.8%,-7.4%,Household Products,B+,"17,200","$11,873","The global company’s brands include Rubbermaid, Goody, Paper Mate, Sharpie, Graco, Caphalon and many others in the baby and household goods markets."
427,435,Avery Dennison,"Packaging, Containers","$5,967","$4,134",Mitchell R. Butier,$274,22,"Glendale, CA",-5.7%,11.9%,Materials,C+,"25,000","$6,449",The majority of the 80-year old label-maker’s sales are in international markets.
478,436,Jones Lang LaSalle,Real estate,"$5,966","$6,205",Christian Ulbrich,$439,2,"Chicago, IL",9.9%,13.6%,Financials,F,"61,500","$5,289",The Chicago- based commercial real estate firm operates in more than 80 countries.
519,437,WEC Energy Group,Utilities: Gas and Electric,"$5,926","$29,355",Allen L. Leverett,$640,7,"Milwaukee, WI",18.6%,8.8%,Energy,C,"8,211","$18,961","WEC Energy Group–formerly known as “Wisconsin Energy Corporation”–was born in 2015 after the energy company acquired Integrys Energy (which ranked No. 404 in the 2014). This union made WEC Energy Group the eighth largest natural gas distribution company in the country, and has catapulted the company up the leagues of the Fortune 500 after over a decade’s absence."
227,438,Marathon Oil,"Mining, Crude-Oil Production","$5,861","$32,311",Lee M. Tillman,"$-2,204",22,"Houston, TX",-55.9%,-172.4%,Energy,B-,"2,611","$9,399","The oil company has production facilities around the world, including North America, Angola, Equatorial Guinea, Libya, and Kurdistan."
365,439,TravelCenters of America,Specialty Retailers: Other,"$5,851","$1,635",Thomas M. O'Brien,$28,9,"Westlake, OH",-24.8%,-54.5%,Retailing,B-,"18,450",$263,The largest operator of truck stops and travel service centers in the U.S. managed 271 full service locations in 43 states.
461,440,United Rentals,Miscellaneous,"$5,817","$12,083",Michael J. Kneeland,$585,3,"Stamford, CT",2.3%,8.3%,Business Services,B-,"12,700","$5,599",The company provides rental equipment to construction and industrial sites in the U.S. and Canada.
447,441,HRG Group,Household and Personal Products,"$5,816","$32,334",Omar Asali,$-557,3,"New York, NY",-2.5%,-,Household Products,D,"15,922","$2,794","The diversified holding company’s subsidiaries include Fidelity & Guaranty Life, which offers life insurance and annuity products, and Spectrum Brands, which has a portfolio that includes Remington, George Foreman, and Pfister, the faucet company."
472,442,Old Republic International,Insurance: Property and Casualty (Stock),"$5,766","$17,111",Aldo C. Zucaro,$422,5,"Chicago, IL",4.3%,3.0%,Financials,C,"8,200","$4,790",The property and casualty insurer manages its business through 139 subsidiaries in all 50 states.
452,443,Windstream Holdings,Telecommunications,"$5,765","$12,518",Anthony W. Thomas,$27,4,"Little Rock, AR",-1.1%,-,Telecommunications,C-,"12,326",$703,"The Little Rock-based company provides telecom and Internet service to 575,000 business and 1.5 million households in the Midwest and Southeast."
442,444,Starwood Hotels & Resorts,"Hotels, Casinos, Resorts","$5,763","$8,268",Thomas B. Mangas,$489,18,"Stamford, CT",-3.7%,-22.7%,"Hotels, Resturants & Leisure",A-,"188,000","$14,080","The global hotel operator’s brands include St. Regis, Westin, Le Meridien and Sheraton."
345,445,Delek US Holdings,Petroleum Refining,"$5,762","$3,325",Ezra Uzi Yemin,$19,2,"Brentwood, TN",-30.8%,-90.2%,Energy,F,"4,584",$947,"The diversified downstream energy company has a refining business and runs a network of convenience store chains under the names MAPCO Express, MAPCO Mart, East Coast, Fast Food and Fuel, Favorite Markets, Delta Express, and Discount Food Mart."
451,446,Packaging Corp. of America,"Packaging, Containers","$5,742","$5,285",Mark W. Kowlzan,$437,2,"Lake Forest, IL",-1.9%,11.3%,Materials,B-,"13,000","$5,693",The U.S.’s fourth largest producer of packaging products also makes paper.
476,447,Quintiles IMS Holdings,Health Care: Pharmacy and Other Services,"$5,738","$3,926",Ari Bousbib,$387,3,"Durham, NC",5.1%,8.6%,Health Care,C+,"36,100","$7,780",The global contract-research firm conducts clinical trials and other activities for pharmaceutical companies.
490,448,Hanesbrands,Apparel,"$5,732","$5,619",Gerald W. Evans Jr.,$429,2,"Winston-Salem, NC",7.6%,6.0%,Apparel,A-,"65,300","$10,997","The global apparel-maker behind brands like Hanes, Champion, Platex, and Wonderbra."
488,449,Realogy Holdings,Real estate,"$5,706","$7,531",Richard A. Smith,$184,6,"Madison, NJ",7.1%,28.7%,Financials,D,"11,400","$5,308","The real estate giant runs Coldwell Bankwell, Century 21, The Corcoran Group, and Sotheby’s among other brokerages and operates in 105 countries."
439,450,Mattel,Miscellaneous,"$5,703","$6,553",Christopher A. Sinclair,$369,22,"El Segundo, CA",-5.3%,-26.0%,Household Products,A+,"31,000","$11,431","The 70-year old global toy company’s brands include Barbie, Fisher-Price, Hot Wheels, American Girl dolls and Matchbox."
363,451,Motorola Solutions,Network and Other Communications Equipment,"$5,695","$8,387",Gregory Q. Brown,$610,22,"Schaumburg, IL",-26.8%,-53.0%,Technology,B+,"14,000","$13,224","The data communications and telecom equipment manufacturer has more than 14,000 employees in 60 countries."
467,452,J.M. Smucker,Food Consumer Products,"$5,693","$16,883",Mark T. Smucker,$345,6,"Orrville, OH",1.5%,-39.0%,"Food, Beverages & Tobacco",A,"7,370","$15,540","The 118-year-old food company’s portfolio of brands include Smucker’s, Hungry Jack, Pilsbury, and Folgers and Dunkin Donuts coffees."
479,453,Regions Financial,Commercial Banks,"$5,674","$126,050",O.B. Grayson Hall Jr.,"$1,062",18,"Birmingham, AL",4.5%,-8.1%,Financials,B-,"23,916","$10,025","The Alabama-based bank has 1,700 offices in the Southeast, Midwest and Texas."
479,453,Regions Financial,Commercial Banks,"$5,674","$126,050",O.B. Grayson Hall Jr.,"$1,062",18,"Birmingham, AL",4.5%,-8.1%,Financials,B-,"23,916","$10,025","The Alabama-based bank has 1,700 offices in the Southeast, Midwest and Texas."
469,455,Clorox,Household and Personal Products,"$5,666","$4,164",Benno O. Dorer,$580,17,"Oakland, CA",1.3%,3.9%,Household Products,A+,"7,700","$16,318","Clorox sells its namesake bleach, and a number of household goods–Kingsford Charcoal, Pine-sol, Glad bags, Brita water filters, and Burt’s Bees care products–in countries around the world."
462,456,Ingredion,Food Production,"$5,621","$5,074",Ilene S. Gordon,$402,5,"Westchester, IL",-0.8%,13.3%,"Food, Beverages & Tobacco",C-,"11,500","$7,677","The Illinois-based ingredient company supplies companies in the food, beverage, vrewing and pharmaceutical industries."
398,458,Peabody Energy,"Mining, Crude-Oil Production","$5,609","$11,021",Glenn L. Kellow,"$-1,996",12,"St. Louis, MO",-17.4%,-,Energy,C+,"7,600",$43,The coal mining company operates in more than 25 countries on six continents.
484,459,Alaska Air Group,Airlines,"$5,598","$6,533",Bradley D. Tilden,$848,3,"Seattle, WA",4.3%,40.2%,Transportation,C+,"13,858","$10,230",The company’s two Seattle-based air carriers–Alaska Airlines and Horizon Air–fly to 90 destinations in North America.
417,460,Seaboard,Food Production,"$5,594","$4,431",Steven J. Bresky,$171,6,"Merriam, KS",-13.6%,-53.2%,"Food, Beverages & Tobacco",C,"10,772","$3,515","The diversified global agriculture and transportation company’s businesses include pork processing, shipping containers, and Butterball turkeys."
540,461,Frontier Communications,Telecommunications,"$5,576","$27,084",Daniel J. McCarthy,$-196,3,"Norwalk, CT",16.8%,-247.5%,Telecommunications,C+,"19,200","$6,552","Verizon customers in California, Florida, and Texas might be among the reason for Frontier’s recent growth. The communication service provider returns to the Fortune 500 after its $10.5 billion acquisition of wireline assets from Verizon last February upped Frontier’s reach from 26 states to 29."
487,462,Amphenol,Network and Other Communications Equipment,"$5,569","$7,458",R. Adam Norwitt,$764,2,"Wallingford, CT",4.2%,7.7%,Technology,F,"50,700","$17,811",The 83-year old manufacturer of telecommunications equipment like fiber optic connectors sells to clients like Apple and Lockheed Martin.
411,463,Lansing Trade Group,Wholesalers: Diversified,"$5,565","$1,008",William E. Krueger,$35,2,"Overland Park, KS",-15.9%,-37.0%,Wholesalers,D-,500,-,"This Kansas-based merchandiser and trasnporter of commodities such as whole grain and livestock feed has 12 offices in North America and one in Geneva, Switzerland."
408,464,SanDisk,Semiconductors and Other Electronic Components,"$5,565","$9,231",Stephen D. Milligan,$389,6,"Milpitas, CA",-16.0%,-61.4%,Technology,A-,"8,790","$15,293","SanDisk designs and manufactures flash storage card products, which hold digital information, for both businesses and consumers."
466,465,St. Jude Medical,Medical Products and Equipment,"$5,541","$13,064",Michael T. Rousseau,$880,7,"St. Paul, MN",-1.4%,-12.2%,Health Care,A+,"18,000","$15,599","The Minnesota-based company sells medical devices, primarily for cardiovascular conditions, in the U.S., Europe and Asia."
497,466,Wyndham Worldwide,"Hotels, Casinos, Resorts","$5,536","$9,716",Stephen P. Holmes,$612,3,"Parsippany, NJ",4.8%,15.7%,"Hotels, Resturants & Leisure",B,"37,700","$8,576","With 7,700 hotels around the globe, the hospitality company’s brands include Ramada, Super 8, and Howard Johnson."
471,467,Kelly Services,Temporary Help,"$5,518","$1,940",Carl T. Camden,$54,22,"Troy, MI",-0.8%,127.0%,Business Services,B,"8,100",$726,The professional staffing company serves a wide range of industries around the world.
468,468,Western Union,Financial Data Services,"$5,484","$9,459",Hikmet Ersek,$838,10,"Englewood, CO",-2.2%,-1.7%,Business Services,B+,"10,000","$9,560",The 164-year old money transfer company provides service to customers in 200-plus countries.
587,469,Envision Healthcare Holdings,Health Care: Pharmacy and Other Services,"$5,448","$6,388",William A. Sanger,$145,1,"Greenwood Village, CO",23.9%,15.4%,Health Care,F,"40,888","$3,816","Envision Healthcare, an emergency healthcare provider and ambulance operator, ascends into the Fortune 500 after generating $5.45 billion in revenue last year. For a pricetag of $1.4 billion, the company accelerated its growth last year with a series of nine acquisitions. Envision’s new portfolio includes Rural/Metro, a privately-held ambulance and fire protection company, acquired for $620 million."
344,470,Visteon,Motor Vehicles and Parts,"$5,444","$4,682",Sachin S. Lawande,"$2,284",15,"Van Buren Township, MI",-34.7%,-,Motor Vehicles & Parts,D+,"11,000","$3,093","The global automotive supplier makes cockpit electronics and thermal energy management systems for nearly every car manufacturer worldwide and is based in Van Buren Township, Mich."
558,471,Arthur J. Gallagher,Diversified Financials,"$5,392","$10,914",J. Patrick Gallagher Jr.,$357,1,"Itasca, IL",16.6%,17.6%,Financials,D-,"21,537","$7,878","To say that Arthur J. Gallagher had a busy year is an understatement. In 2015, the Illinois-based insurance broker acquired 42 companies–15 of which were completed in the fourth quarter–with estimated revenues totaling $223 million. The company’s net revenue amounted to $5.4 billion."
485,472,Host Hotels & Resorts,Real estate,"$5,387","$11,784",James F. Risoleo,$558,15,"Bethesda, MD",0.6%,-23.8%,Financials,B,240,"$12,563","Distributor of chemicals and plastics and the manufacturer of chemical specialty and performance products is based in Covington, Kentucky."
485,472,Host Hotels & Resorts,Real estate,"$5,387","$11,784",James F. Risoleo,$558,15,"Bethesda, MD",0.6%,-23.8%,Financials,B,240,"$12,563","Distributor of chemicals and plastics and the manufacturer of chemical specialty and performance products is based in Covington, Kentucky."
493,474,Insight Enterprises,Wholesalers: Electronics and Office Equipment,"$5,373","$2,014",Kenneth T. Lamneck,$76,8,"Tempe, AZ",1.1%,0.2%,Wholesalers,D+,"5,761","$1,063",The Arizona-based firm provides IT solutions to business and the public sector around the world.
446,475,Energy Future Holdings,Energy,"$5,370","$23,330",Paul M. Keglevic,"$-5,342",22,"Dallas, TX",-10.2%,-,Energy,C,"8,860",-,"The Texas based energy company is, through its subsidiaries, the largest generator, retailer and distributor of electricity in Texas."
504,476,Markel,Insurance: Property and Casualty (Stock),"$5,370","$24,941","Thomas S. Gayner, Richard R. Whitt III",$583,1,"Glen Allen, VA",4.6%,81.4%,Financials,C,"10,600","$12,454","Markel, a speciality and small business insurer headquartered in Richmond, Virginia, concluded its third decade as a public company with $5.4 billion in revenue. Alongside strong underwriting results, the company’s growth has been fueled by two acquisitions: CATCo, a Bermuda-based investment management business, and CapTech, a Richmond-based management and IT consulting firm."
489,477,Essendant,Wholesalers: Electronics and Office Equipment,"$5,363","$2,263",Robert B. Aiken Jr.,$-44,18,"Deerfield, IL",0.7%,-137.2%,Wholesalers,F,"6,400","$1,191","The Deerfield, IL-based company formerly known as United Stationers is a leading wholesale distributor of business products and sells 160,000 items, from office furniture to writing implements to janitorial supplies, to customers in North America and the Middle East."
